case,clean_fit_mse,final_error_percent,model,omega,run_idx,s_r,test_rel_rmse_percent,train_rel_rmse_percent,used_fit_mse
slight_shift_full_beam,0.0005571069931128458,0.3368638588637441,A_current_phys005_res010,0.05,14,0.1,15.342962475820132,2.797979672619836,0.0006681798902213585
slight_shift_full_beam,0.0009968871958648236,32.126045147716376,A_current_phys005_res010,0.05,15,0.1,29.53558903660426,3.5017311926471937,0.0008074187892200201
slight_shift_full_beam,0.0009178257239424598,23.64544315136192,A_current_phys005_res010,0.05,16,0.1,21.5892229921,3.3511389877983104,0.0006060855602321791
slight_shift_full_beam,0.0010035000383599915,13.84806113504647,A_current_phys005_res010,0.05,17,0.1,18.708444973482262,3.5674339701947715,0.0009357147343671778
slight_shift_full_beam,0.0008519399093836194,3.10060925083266,A_current_phys005_res010,0.05,18,0.1,13.95124992943828,3.230074395668515,0.0011031837916774575
slight_shift_full_beam,0.0006881803473505338,32.7720961614177,A_current_phys005_res010,0.05,19,0.1,30.7595619441276,2.7571340912043882,0.0006817566039754467
slight_shift_full_beam,0.0005848771392292101,16.97141473090906,B_weak_phys001_res020,0.01,0,0.2,24.66091369530323,2.853808363607385,0.0006071489284635791
slight_shift_full_beam,0.0007242723251265404,17.021756083962863,B_weak_phys001_res020,0.01,1,0.2,23.529678933310883,3.020335248490915,0.000980496835434179
slight_shift_full_beam,0.0006141195162645923,11.102585194533791,B_weak_phys001_res020,0.01,2,0.2,20.03129550801213,2.8003031497642756,0.0010685404648079772
slight_shift_full_beam,0.0006934181438092954,20.034113455976076,B_weak_phys001_res020,0.01,3,0.2,26.142734934774886,3.0709596228741356,0.0009855133607623242
slight_shift_full_beam,0.0005634475030505313,3.010057586922923,B_weak_phys001_res020,0.01,4,0.2,17.137326441053336,2.725617190611105,0.000986491605490688
